firewall_id,forbidden_substitute,excluded,defect_rank,source_reference,check_status,notes
firewall_determinant_anchor_only,determinant_anchor_only,true,0,chapters/02_k3xe_setup.tex:prop:determinant-anchor-extra-data-separates-rank-two,verified,determinant alone identifies both rank-two test bundles with O_E
firewall_chi_zero_degeneracy_only,chi_zero_degeneracy_only,true,0,certificates/hybrid/determinant_anchor_chi_zero_degeneracy/README.md:1,verified,the degeneracy theorem requires but does not construct the extra anchor datum
firewall_translation_weight_only,translation_weight_only,true,0,certificates/hybrid/determinant_anchor_translation_weight/README.md:1,verified,translation weight does not separate O_E^2 from L plus L^{-1}
firewall_losslessness,anchor_losslessness,true,0,chapters/05_subsections/05_1_hybrid.tex:def:hybrid-wrapped-factorization-datum,verified,rank-two separation is not full anchor losslessness
firewall_anchor_residual,anchor_residual,true,0,materials/processed/2026-06-05-k3xe-research-paper-optimization.txt:1171,verified,row 217 defines the anchor residual separately
firewall_quotient_descent,quotient_descent,true,0,chapters/05_subsections/05_1_hybrid.tex:def:hybrid-wrapped-factorization-datum,verified,extra anchor data is before quotient descent
firewall_stabilizer_linearization,stabilizer_linearization,true,0,chapters/02_k3xe_setup.tex:rem:translation-linearization-criterion,verified,Jordan-Hoelder divisor is not a coherent stabilizer linearization
firewall_fock,scalar_Fock_factor,true,0,chapters/05_subsections/05_1_hybrid.tex:def:hybrid-wrapped-factorization-datum,verified,a scalar Fock factor is not an S-equivalence divisor
firewall_borcherds_degree,Borcherds_s_degree,true,0,certificates/hybrid/geometric_borcherds_degree_separation/README.md:1,verified,the Borcherds trace degree does not distinguish rank-two elliptic bundles with equal determinant
firewall_ordinary_ran,ordinary_Ran_only,true,0,chapters/05_subsections/05_1_hybrid.tex:def:hybrid-ran-prestack,verified,ordinary Ran locality has no degree-zero Jordan-Hoelder divisor
firewall_empty_hybrid,empty_hybrid_carrier,true,0,certificates/hybrid/k3e_hybrid_carrier/manifest.json:1,verified,the empty carrier scaffold has no extra anchor payload
